,Name,Total
10670,J. Godínez,179.0
10671,C. Mandouki,182.0
10672,M. Atwa,191.0
10673,J. Washausen,188.0
10674,Shim Dong Woon,230.0
10675,P. Jaquez,167.0
10676,Everton,186.0
10677,L. James,184.0
10678,H. Matthys,180.0
10679,N. Ishihara,205.0
10680,A. Sabiri,211.0
10681,Y. Thuram,174.0
10682,J. Willis,206.0
10683,L. Ghiringhelli,195.0
10684,F. Kath,203.0
10685,D. Ball,182.0
10686,D. Volkmer,143.0
10687,B. Augustyn,173.0
10688,Ángel Galván,170.0
10689,F. Jamnig,213.0
10690,J. Reinhardt,205.0
10691,Liu Dianzuo,139.0
10692,F. Reese,208.0
10693,K. Matsubara,195.0
10694,R. Janssen,183.0
10695,J. Ayala,128.0
10696,M. Lundemo,179.0
10697,A. Ciranni,189.0
10698,B. Konaté,200.0
10699,A. Crognale,173.0
10700,Kwak Kwang Sun,174.0
10701,F. Boyer,186.0
10702,Noblejas,181.0
10703,Q. Westberg,148.0
10704,S. Daham,210.0
10705,M. Fellah,224.0
10706,T. Miyayoshi,221.0
10707,J. Bellegarde,216.0
10708,O. Ba,167.0
10709,M. Fetsch,156.0
10710,H. Ekstein,205.0
10711,C. Bayala,209.0
10712,T. Cancellotti,194.0
10713,Kweon Han Jin,157.0
10714,E. Upson,187.0
10715,A. Cook,175.0
10716,L. Miracoli,155.0
10717,L. Jäger,188.0
10718,Park Yi-Young,212.0
10719,S. Payne,217.0
10720,S. Arai,177.0
10721,L. Tipton,205.0
10722,C. Doidge,184.0
10723,A. Ndom,167.0
10724,N. Medvedev,107.0
10725,K. Murata,210.0
10726,D. Gazdag,211.0
10727,João Moutinho,179.0
10728,A. Annan,217.0
10729,S. Wagstaff,219.0
10730,A. Fukumori,195.0
10731,Ryu Seung Woo,225.0
10732,D. Baumann,192.0
10733,O. Rodríguez,197.0
10734,Pedrinho,203.0
10735,J. Ebobisse,212.0
10736,J. Toivio,169.0
10737,M. Bruccini,202.0
10738,César Ortiz,150.0
10739,K. Veendorp,185.0
10740,J. Amoah,200.0
10741,P. González,192.0
10742,R. Amin,186.0
10743,H. Otani,175.0
10744,S. Kikuchi,203.0
10745,L. González,213.0
10746,M. Burch,186.0
10747,Y. Amankwah,146.0
10748,T. Mickel,155.0
10749,Kim Dong Woo,160.0
10750,S. Calvano,188.0
10751,J. Bree,200.0
10752,V. Damascan,190.0
10753,B. Körk,160.0
10754,S. Takahashi,207.0
10755,A. Vallci,197.0
10756,L. Giovini,157.0
10757,E. Flores,212.0
10758,G. Honeyman,195.0
10759,A. Cairns,158.0
10760,Kim Nam Chun,174.0
10761,L. Solignac,195.0
10762,Kim Yong Hwan,220.0
10763,N. Kuipers,123.0
10764,A. Hopmark,157.0
10765,Y. Barnawi,205.0
10766,K. Moleko,185.0
10767,J. Kauko,174.0
10768,O. Sidibé,192.0
10769,J. Dacres-Cogley,215.0
10770,D. Bates,153.0
10771,M. Budziński,194.0
10772,N. Lavanchy,215.0
10773,F. Rodríguez,220.0
10774,D. Doekhi,178.0
10775,S. Fujita,201.0
10776,B. Mason,194.0
10777,Jorge Cuenca,181.0
10778,I. Ramírez,180.0
10779,R. König,136.0
10780,S. Clark,148.0
10781,Adri Castellano,169.0
10782,M. Guezoui,216.0
10783,K. Morris,207.0
10784,S. Lundholm,219.0
10785,G. Perea,158.0
10786,K. Ogawa,205.0
10787,C. Benavídez,183.0
10788,M. Erb,202.0
10789,J. Rodríguez,202.0
10790,B. Youssouf,201.0
10791,Grego Sierra,173.0
10792,J. Sabbatini,203.0
10793,N. Briasco,189.0
10794,F. Hansch,240.0
10795,M. Ingram,144.0
10796,A. Ibsen Rømer,199.0
10797,L. Filippini,183.0
10798,D. Dankerlui,209.0
10799,Markel Areitio,148.0
10800,J. Chapman,197.0
10801,E. Ampadu,179.0
10802,H. Kane,199.0
10803,L. Fiordilino,212.0
10804,B. Verboom,206.0
10805,D. Gape,189.0
10806,E. Miller,203.0
10807,Y. Maruhashi,218.0
10808,Yang Zhi,179.0
10809,P. Larsen,199.0
10810,L. Verna,182.0
10811,F. Silva,153.0
10812,B. Close,203.0
10813,Pité,186.0
10814,Q. Amarikwa,213.0
10815,Marquitos,197.0
10816,B. Tsonev,210.0
10817,C. Long,213.0
10818,K. Bakırcıoğlu,177.0
10819,F. Mendy,181.0
10820,K. Haraldseid,200.0
10821,J. Blomberg,203.0
10822,Y. Mena,233.0
10823,W. Eskelinen,111.0
10824,Fan Yunlong,214.0
10825,M. Honsak,198.0
10826,D. Bouzanis,177.0
10827,B. Maubleu,141.0
10828,T. Rühle,208.0
10829,K. Shelton,209.0
10830,Diego Parras,189.0
10831,L. Di Matteo,205.0
10832,J. Dalé,195.0
10833,M. Hernandez,182.0
10834,C. Mancilla,201.0
10835,F. Viáfara,235.0
10836,H. Chapman,211.0
10837,M. Antonucci,194.0
10838,L. Neagle,210.0
10839,B. Kamau,228.0
10840,L. Putaro,189.0
10841,C. Giousis,197.0
10842,E. Birniçan,167.0
10843,I. Akdağ,157.0
10844,J. Clark,233.0
10845,S. Mrowca,197.0
10846,U. Nayir,190.0
10847,J. Caenepeel,220.0
10848,Iván Márquez,164.0
10849,N. Besler,186.0
10850,N. Loyola,195.0
10851,F. Rogic,210.0
10852,P. Hoffmann,211.0
10853,E. Córdoba,211.0
10854,Zhao Yuhao,185.0
10855,Álvaro,173.0
10856,D. Szoboszlai,204.0
10857,Q. Maceiras,207.0
10858,T. Augello,209.0
10859,A. Kampetsis,194.0
10860,T. Schrammel,199.0
10861,D. Poleon,215.0
10862,T. Kemp,183.0
10863,D. Diagné,214.0
10864,J. Thorniley,168.0
10865,H. Weydandt,163.0
10866,F. Sporkslede,195.0
10867,A. Díaz,208.0
10868,I. Zotko,163.0
10869,J. Mendes,188.0
10870,C. Trueman,142.0
10871,F. Azemi,210.0
10872,Fernando,157.0
10873,A. O'Neill,217.0
10874,Javi Jiménez,177.0
10875,M. Dube,181.0
10876,J. Mejías,179.0
10877,C. Ohene,202.0
10878,K. Risgård,180.0
10879,F. Forte,175.0
10880,Han Seok Jong,177.0
10881,N. Avellaneda,152.0
10882,Park Dae Han,218.0
10883,A. Erceg,191.0
10884,M. Vázquez,218.0
10885,L. Justiniano,172.0
10886,A. Wildig,214.0
10887,O. Abdulaziz,192.0
10888,F. Kent,180.0
10889,M. Pink,160.0
10890,F. Morais,205.0
10891,S. Yesil,216.0
10892,M. Bürki,157.0
10893,L. Mosquera,195.0
10894,J. Horsfield,182.0
10895,K. Edwards,213.0
10896,O. Hawkins,179.0
10897,H. Opdal,149.0
10898,T. Albutat,193.0
10899,H. Cid,191.0
10900,T. Edwards,214.0
10901,B. Arce,187.0
10902,Sui Donglu,147.0
10903,A. Palacios,201.0
10904,E. Käck,211.0
10905,V. Sierro,190.0
10906,A. Rodman,217.0
10907,E. Zenga,201.0
10908,R. Ruiz,211.0
10909,C. McHugh,197.0
10910,Ferrán Giner,216.0
10911,F. Ponce,204.0
10912,A. Chicksen,201.0
10913,N. Miatke,220.0
10914,G. Rólantsson Sørensen,207.0
10915,A. Damen,157.0
10916,A. Arroyo,170.0
10917,I. Voca,184.0
10918,Fran Manzanara,190.0
10919,S. Lawson,211.0
10920,A. Gerbo,221.0
10921,A. N'Diaye,229.0
10922,R. McCrorie,205.0
10923,M. O'Connor,194.0
10924,L. Prosser,160.0
10925,J. Clauss,200.0
10926,G. Cummins,204.0
10927,F. Olijve,196.0
10928,Maicon,215.0
10929,C. Mosca,209.0
10930,G. Castrovilli,220.0
10931,G. Nepomuceno,225.0
10932,S. Dembele,201.0
10933,M. McKay,196.0
10934,S. Ringstad,200.0
10935,C. Evina,227.0
10936,L. Wing,202.0
10937,D. Henry,170.0
10938,M. Jakoliš,201.0
10939,G. Di Noia,191.0
10940,N. Ansell,171.0
10941,G. Wüthrich,165.0
10942,M. Osei Kwadwo,228.0
10943,Nathan,209.0
10944,K. Tokstad,205.0
10945,V. Agardius,212.0
10946,A. Sandona,198.0
10947,K. Osorio,196.0
10948,S. Al Rubaie,176.0
10949,D. Van den Buijs,188.0
10950,A. Badji,192.0
10951,M. Eisa,204.0
10952,N. Sessa,211.0
10953,M. Álvarez,101.0
10954,D. Ball,206.0
10955,A. Thompson,184.0
10956,G. Morrissey,161.0
10957,D. Remick,202.0
10958,J. Dall'Oglio,199.0
10959,Yang Jun A,196.0
10960,G. Beretta,189.0
10961,J. Córdoba,181.0
10962,T. Craig,158.0
10963,S. Monaco,154.0
10964,M. Rahn,121.0
10965,M. Rosheuvel,201.0
10966,C. Amissi,197.0
10967,Júnior Tavares,216.0
10968,M. Breij,202.0
10969,C. Vergara,173.0
10970,Y. Rokutan,138.0
10971,T. Danneberg,196.0
10972,B. Kwiecień,184.0
10973,P. Tietz,179.0
10974,M. Gostomski,153.0
10975,T. Ricketts,214.0
10976,R. Klingenburg,181.0
10977,A. Hoole,229.0
10978,A. Piu,199.0
10979,M. Heyer,186.0
10980,Y. Opazo,200.0
10981,I. Sankhon,203.0
10982,C. Hussey,204.0
10983,R. Atassi,187.0
10984,J. Hiwula,234.0
10985,S. Kashket,222.0
10986,E. Björkander,185.0
10987,E. Abedini,189.0
10988,D. Giorico,196.0
10989,L. de la Torre,198.0
10990,Peixotacinho,143.0
10991,N. Hazazi,156.0
10992,T. Kanamori,235.0
10993,E. Moreno,210.0
10994,P. Malarczyk,197.0
10995,W. Burns,210.0
10996,V. Bergan,167.0
10997,D. Okereke,221.0
10998,W. Vorsager,185.0
10999,A. Bischoff,170.0
11000,M. Matras,143.0
11001,H. Kamara,214.0
11002,K. Soni,200.0
11003,F. Al Masrahi,135.0
11004,Adrián Gómez,174.0
11005,A. Petre,196.0
11006,M. Bakenga,214.0
11007,D. Berntsen,210.0
11008,Y. Hiraoka,157.0
11009,K. Enghardt,176.0
11010,T. Pope,146.0
11011,A. Ivan,203.0
11012,O. Custodio,189.0
11013,J. Teunckens,141.0
11014,D. Donohue,190.0
11015,E. Oti Essigba,249.0
11016,R. Kiernan,175.0
11017,J. Lumley,135.0
11018,M. Torres,180.0
11019,D. Bertaud,139.0
11020,K. Oiwa,189.0
11021,J. Ramírez,194.0
11022,Pablo Fernández,188.0
11023,Cho Soo Hyuk,161.0
11024,Z. Jovanovic,194.0
11025,D. Islamovic,134.0
11026,E. Ekpolo,190.0
11027,D. Wynne,199.0
11028,S. Surridge,184.0
11029,E. Huth,204.0
11030,E. Pereyra,196.0
11031,R. Foster,219.0
11032,J. Donacien,201.0
11033,X. Tomas,130.0
11034,D. Batty,208.0
11035,R. Steer,170.0
11036,Mateus Couteira,187.0
11037,G. Diangana,212.0
11038,F. Aksoy,154.0
11039,M. Tootle,212.0
11040,D. Wein,181.0
11041,M. Bravo,221.0
11042,D. Stroh-Engel,142.0
11043,D. Orgill,204.0
11044,N. Neidhart,212.0
11045,J. Ockford,147.0
11046,B. Gschweidl,192.0
11047,S. Yohou,178.0
11048,E. Pantelakis,152.0
11049,Marcel,181.0
11050,L. Leahy,205.0
11051,D. Vržogić,211.0
11052,S. Coulibaly,148.0
11053,A. Rodríguez,219.0
11054,M. Khubrani,164.0
11055,C. Dagnall,207.0
11056,Vasquão Junior,147.0
11057,F. Björkén,201.0
11058,J. Williams,174.0
11059,H. Al Ghaddioui,163.0
11060,S. Saunders,193.0
11061,A. Sarcevic,213.0
11062,P. Zieliński,193.0
11063,F. Alastra,144.0
11064,O. Richards,212.0
11065,Y. Andia,187.0
11066,Wang Yun,183.0
11067,M. Sansores,207.0
11068,J. Martínez,138.0
11069,T. De Smet,182.0
11070,A. Obispo,202.0
11071,J. Colman,200.0
11072,A. Nef,110.0
11073,S. Lawless,211.0
11074,A. Seck,177.0
11075,S. Saucedo,216.0
11076,R. Marchizza,170.0
11077,M. Adams,197.0
11078,C. Orrantía,224.0
11079,B. Bellot,159.0
11080,G. Zampano,212.0
11081,R. Poole,196.0
11082,Y. Díaz,213.0
11083,T. Berni,125.0
11084,F. Nouble,201.0
11085,T. Gebauer,153.0
11086,F. Torgnascioli,116.0
11087,A. Etemadi,127.0
11088,C. Reilly,193.0
11089,B. Rowe,143.0
11090,M. Vitzthum,198.0
11091,O. Özdemir,180.0
11092,Alberto Varo,141.0
11093,Claudio Mouria,187.0
11094,P. Staikos,186.0
11095,N. Fazzi,190.0
11096,R. Cepeda,205.0
11097,E. Zaldívar,202.0
11098,Zhu Jianrong,194.0
11099,M. Chacón,208.0
11100,S. Londoño,135.0
11101,S. Luna,216.0
11102,N. Mason,187.0
11103,S. Skytte,176.0
11104,K. Madu,211.0
11105,G. Ruggiero,192.0
11106,M. Legittimo,191.0
11107,F. Assmann,149.0
11108,C. Mueller,211.0
11109,Willy,188.0
11110,P. Owusu,181.0
11111,L. Diaby Fadiga,183.0
11112,H. Hansen,146.0
11113,R. Hayasaka,185.0
11114,E. Lomotey,183.0
11115,J. Marimón,209.0
11116,Jiang Tao,173.0
11117,F. Bechtholdt,164.0
11118,P. Salomon,201.0
11119,A. Fukuta,214.0
11120,A. Carleton,214.0
11121,Martínez,163.0
11122,Pablo Vázquez,142.0
11123,K. Michael,205.0
11124,Rong Hao,207.0
11125,J. Szmatuła,122.0
11126,J. Ward,215.0
11127,M. Perdijić,149.0
11128,Z. Gordon,206.0
11129,J. Mendy,228.0
11130,T. Nishimura,201.0
11131,André Sousa,209.0
11132,J. Amon,233.0
11133,A. Parmak,200.0
11134,C. Gustafsson,194.0
11135,J. Bowery,219.0
11136,Zhao Honglue,180.0
11137,J. Arvidsson,178.0
11138,K. Abazaj,205.0
11139,Cidinho,224.0
11140,Marcelo Freitas,179.0
11141,B. Jopek,218.0
11142,A. Masuyama,222.0
11143,F. Flecker,208.0
11144,M. Zimmer,212.0
11145,K. Furuhashi,214.0
11146,M. Dembélé,191.0
11147,L. Geertruida,190.0
11148,Julen López,140.0
11149,S. Svarnas,182.0
11150,K. Bryan,190.0
11151,Joaninho Chagas,195.0
11152,P. Schmidt,211.0
11153,N. Schiappacasse,191.0
11154,L. Ainsworth,218.0
11155,M. Ellingsen,198.0
11156,S. Mamba,220.0
11157,R. Marquez,175.0
11158,I. Çipe,131.0
11159,T. Knöll,183.0
11160,P. Prosenik,160.0
11161,E. Galekovic,133.0
11162,L. Schnellbacher,220.0
11163,Sergio López,210.0
11164,J. Bond,171.0
11165,Q. Braat,101.0
11166,C. Romero,177.0
11167,Mairdel Sampaio,206.0
11168,A. Absalem,200.0
11169,Lee Yun Pyo,163.0
11170,H. Akpan,199.0
11171,J. Faucher,182.0
11172,P. Wiegers,141.0
11173,J. Cano,205.0
11174,J. Cortizo,222.0
11175,P. Breitkreuz,173.0
11176,K. Rendón,206.0
11177,M. Lüftner,144.0
11178,J. Mårtensson,205.0
11179,A. Bernede,178.0
11180,R. Iio,206.0
11181,A. Zamora,182.0
11182,S. Rudol,203.0
11183,S. Tanabe,205.0
11184,J. Clarke,224.0
11185,D. Hofbauer,200.0
11186,M. Cebula,209.0
11187,K. Baccus,205.0
11188,K. Świderski,202.0
11189,Romera,172.0
11190,G. Álvarez,180.0
11191,M. Meilinger,200.0
11192,M. Wieteska,174.0
11193,Allef,196.0
11194,L. Gonnelli,165.0
11195,Y. Demoncy,189.0
11196,N. Knight-Percival,180.0
11197,R. Allen,187.0
11198,Bruno Silva,184.0
11199,D. Perić,150.0
11200,G. Martínez,201.0
11201,Cho Suk Jae,209.0
11202,J. García,152.0
11203,F. Hormazábal,199.0
11204,D. Perquis,171.0
11205,S. Piesinger,144.0
11206,F. Woodman,142.0
11207,T. Amang,219.0
11208,H. Delbridge,163.0
11209,M. Pedersen,159.0
11210,C. Smith,218.0
11211,C. Nielsen,203.0
11212,Z. Sanogo,231.0
11213,H. Weigelt,175.0
11214,Kim Soo Beom,213.0
11215,A. Gilliead,218.0
11216,J. Aigner,164.0
11217,P. Ceccaroni,183.0
11218,O. Aydoğan,198.0
11219,Hong Jeong Un,171.0
11220,M. Soisalo,195.0
11221,G. Loiacono,169.0
11222,J. Aguirre,177.0
11223,Tiago Marques,180.0
11224,M. Pietrowski,194.0
11225,J. Laursen,205.0
11226,A. Tanaka,225.0
11227,J. Goitia,186.0
11228,J. Thiaré,219.0
11229,A. Monsecour,201.0
11230,D. Niepsuj,199.0
11231,F. Henríquez,203.0
11232,Lucas França,142.0
11233,F. Kastrati,214.0
11234,M. Janzer,210.0
11235,B. Uaferro,167.0
11236,M. Uhre,219.0
11237,A. Stølås,205.0
11238,S. Mallan,197.0
11239,S. Roa,208.0
11240,Cho Sung Hwan,132.0
11241,M. Heinloth,203.0
11242,K. Fisher,174.0
11243,A. Aremu,206.0
11244,A. Fein,171.0
11245,R. Bowman,193.0
11246,N. Karger,208.0
11247,A. Cicâldău,202.0
11248,D. Osei Yaw,198.0
11249,M. Naderi,188.0
11250,K. Dobras,194.0
11251,I. Faraj,204.0
11252,C. Mallace,142.0
11253,D. Serna,216.0
11254,C. Nöthe,205.0
11255,J. Allansson,202.0
11256,Han Kook Young,195.0
11257,N. Tripichio,207.0
11258,A. Walkes,189.0
11259,A. Dozzell,217.0
11260,Kim Dong Suk,218.0
11261,C. Masuda,199.0
11262,G. Kongshavn,124.0
11263,S. Neville,186.0
11264,R. Raveloson,205.0
11265,T. Kadewere,214.0
11266,T. Dieng,167.0
11267,O. Atasayar,197.0
11268,C. Tilt,166.0
11269,Álex Centelles,180.0
11270,R. Jackson,230.0
11271,V. Milke,165.0
11272,C. Rojas,170.0
11273,Steven Prieto,177.0
11274,Ko Seul Ki,160.0
11275,M. Campos,200.0
11276,G. Rivas,202.0
11277,Pep Biel,185.0
11278,D. Cornelius,181.0
11279,F. Darwish,214.0
11280,R. Arciero,175.0
11281,A. Pinamonti,177.0
11282,L. Luna,176.0
11283,B. Evans,185.0
11284,J. O'Sullivan,212.0
11285,P. Schorr,194.0
11286,Kim Shin,207.0
11287,B. Touré,205.0
11288,R. Sweeney,167.0
11289,E. Zambataro,206.0
11290,N. Rasskazov,190.0
11291,F. Piovaccari,170.0
11292,A. Lomovitskiy,190.0
11293,Shin Kwang Hoon,198.0
11294,M. Kuttin,121.0
11295,K. Pallesen,205.0
11296,O. Álvarez,214.0
11297,B. Straetman,199.0
11298,G. Middleton,225.0
11299,J. Eskesen,216.0
11300,Guillem Jaime,201.0
11301,R. Ranftl,196.0
11302,J. Grant,219.0
11303,M. Yıldırım,184.0
11304,M. Ingebrigtsen,226.0
11305,N. Bertocchi,165.0
11306,A. Camigliano,146.0
11307,U. Saltnes,191.0
11308,I. Harkes,194.0
11309,D. Kelly,209.0
11310,José González,188.0
11311,C. Dikamona,151.0
11312,J. Maurer,111.0
11313,A. Morgan,213.0
11314,C. Lustenberger,202.0
11315,M. Ngombo,199.0
11316,J. Ibarra,195.0
11317,F. Affolter,202.0
11318,J. Chancellor,162.0
11319,L. Mai,160.0
11320,P. Jerez,200.0
11321,A. Al Bishi,230.0
11322,D. Watts,198.0
11323,S. Reyes,200.0
11324,M. Vitale,187.0
11325,M. Seegert,180.0
11326,D. Lewington,178.0
11327,Fran García,209.0
11328,G. Mebrahtu,243.0
11329,A. Ponce,209.0
11330,V. Screciu,197.0
11331,Mika,208.0
11332,D. Massey,195.0
11333,M. O'Hara,198.0
11334,J. Augustinsson,190.0
11335,L. Pérez,204.0
11336,Gerard Oliva,160.0
11337,J. Hamilton,143.0
11338,L. McGee,127.0
11339,T. Alfaro,166.0
11340,M. Wagner,216.0
11341,A. Awaji,216.0
11342,M. Ćosić,152.0
11343,D. McNeil,203.0
11344,P. Charruau,132.0
11345,S. Sarr,161.0
11346,T. Pearce,207.0
11347,T. Oakley-Boothe,171.0
11348,S. Ichazo,168.0
11349,D. Daniels,153.0
11350,A. Ariano,187.0
11351,B. Kallman,163.0
11352,D. Lovren,215.0
11353,Li Wei,184.0
11354,H. Silva,188.0
11355,K. Coulibaly,208.0
11356,J. Deminguet,193.0
11357,J. Mellis,198.0
11358,S. Demhasaj,167.0
11359,M. Di Piazza,220.0
11360,B. Fernández,181.0
11361,S. Binakaj,220.0
11362,Zhou Haibin,169.0
11363,S. Leyton,182.0
11364,C. Dagba,210.0
11365,P. Müller,218.0
11366,I. Jukić,201.0
11367,K. Zohi,222.0
11368,S. Jombati,199.0
11369,J. Cox,144.0
11370,S. Salinas,207.0
11371,D. Parra,188.0
11372,Leonardo Freijão,175.0
11373,D. Powell,207.0
11374,D. Potts,199.0
11375,J. Vidović,139.0
11376,O. Sowunmi,150.0
11377,J. Bertilsson,208.0
11378,J. Bachmann,142.0
11379,P. Heerwagen,125.0
11380,B. McNamee,209.0
11381,J. Aspropotamitis,146.0
11382,M. Palčič,191.0
11383,M. Ristić,184.0
11384,N. Tyson,210.0
11385,S. Al Qumayzi,206.0
11386,C. Agnelli,193.0
11387,Lee Sang Heon,192.0
11388,B. Bronico,193.0
11389,M. Okugawa,185.0
11390,T. Obadeyi,230.0
11391,A. Guira,205.0
11392,Liu Jian,187.0
11393,C. Wighton,194.0
11394,Y. Segawa,222.0
11395,K. Chinen,216.0
11396,I. Abass,218.0
11397,J. Stacey,198.0
11398,M. Aebischer,193.0
11399,S. Rakowitz,230.0
11400,Diego Alende,145.0
11401,S. Clare,196.0
11402,M. Exslager,205.0
11403,A. Noppert,145.0
11404,Hu Yanqiang,235.0
11405,N. Gil,193.0
11406,A. Wordsworth,175.0
11407,Andújar,161.0
11408,P. Koch,192.0
11409,G. Puel,200.0
11410,G. Francomb,198.0
11411,D. McMillan,200.0
11412,A. Flores,189.0
11413,K. Anderson,227.0
11414,V. De Marco,190.0
11415,Z. Erkilinc,208.0
11416,Jiang Liang,198.0
11417,U. Meras,198.0
11418,E. Johansen,118.0
11419,O. Threlkeld,204.0
11420,T. Anderson,127.0
11421,F. Moufi,193.0
11422,R. Williams,182.0
11423,Carlitos,169.0
11424,E. Iñíguez,195.0
11425,B. Hušidić,178.0
11426,S. Longstaff,166.0
11427,C. Sammon,197.0
11428,M. Wolfram,198.0
11429,M. Faško,216.0
11430,O. Fane,199.0
11431,Xesc Regis,180.0
11432,Lu Lin,219.0
11433,F. Marković,194.0
11434,F. Rawson,162.0
11435,M. Dauda,221.0
11436,K. Ward,207.0
11437,L. Hägg-Johansson,130.0
11438,M. Pinto,201.0
11439,Song Si Woo,202.0
11440,M. Halsti,125.0
11441,Viti,225.0
11442,E. Jónsson,157.0
11443,A. Deiola,175.0
11444,Adrián Rocheira,166.0
11445,J. Bourdouxhe,218.0
11446,N. Cameron,185.0
11447,O. Mandanda,105.0
11448,P. Madden,211.0
11449,V. Jalasto,160.0
11450,C. Cuesta,216.0
11451,T. Kubo,216.0
11452,B. Toma,202.0
11453,E. Doyle,199.0
11454,J. Nilsson,185.0
11455,B. Chardonnet,181.0
11456,D. Konstantopoulos,133.0
11457,W. Geubbels,223.0
11458,L. Quezada,193.0
11459,R. Sánchez,148.0
11460,F. Lanzillotta,102.0
11461,A. Moreno,203.0
11462,Vagnão Junior,236.0
11463,C. Greger,165.0
11464,M. Salem,164.0
11465,K. Alphonse,201.0
11466,J. Tosik,200.0
11467,S. Wharton,179.0
11468,A. Sigurðsson,209.0
11469,J. Welzmüller,185.0
11470,N. Ferraresi,151.0
11471,O. Kiomourtzoglou,195.0
11472,P. Taylor,214.0
11473,P. Keita,172.0
11474,M. Leitgeb,151.0
11475,N. Tapia,224.0
11476,T. D'Orazio,198.0
11477,I. Marconi,141.0
11478,L. Martínez,190.0
11479,A. Al Shammari,180.0
11480,T. James,189.0
11481,B. Vécsei,180.0
11482,J. Dehm,202.0
11483,M. Caufriez,157.0
11484,C. Rivera,190.0
11485,D. Gray,187.0
11486,Ricardo Rodrigues,207.0
11487,K. Shirai,223.0
11488,J. Jønsson,197.0
11489,L. López,146.0
11490,G. Prósperi,195.0
11491,F. Burmeister,173.0
11492,K. Yeboah,217.0
11493,M. Wdowiak,221.0
11494,F. Cristaldo,224.0
11495,P. Karlsson Lagemyr,223.0
11496,M. Dräger,210.0
11497,M. Quiroga,165.0
11498,K. Rimane,189.0
11499,F. Hurtado,139.0
11500,J. Hromada,207.0
11501,R. Brown,223.0
11502,Iuliano Alfaro,192.0
11503,C. Burgess,143.0
11504,D. Olsen,206.0
11505,E. Pinnock,176.0
11506,R. Quiñonez,125.0
11507,B. Jamieson IV,220.0
11508,D. Payne,197.0
11509,J. Lillis,160.0
11510,T. Chahed,228.0
11511,G. Warren,161.0
11512,M. Özyıldırım,188.0
11513,I. Boonen,201.0
11514,F. Torres,156.0
11515,M. Kirkeskov,202.0
11516,Y. Kobayashi,167.0
11517,L. Gómez,217.0
11518,A. Bruno,182.0
11519,M. Biskupović,147.0
11520,P. Leciejewski,173.0
11521,N. Gulan,189.0
11522,A. Askar,221.0
11523,F. Schiller,143.0
11524,F. Herzenbruch,190.0
11525,S. Pinas,213.0
11526,D. Myrestam,211.0
11527,Lee Ji Nam,183.0
11528,A. Al Kassar,136.0
11529,J. Rivas,150.0
11530,K. Fickentscher,157.0
11531,R. Allsop,155.0
11532,B. Murphy,140.0
11533,Y. Otubanjo,211.0
11534,K. Mensah,228.0
11535,S. Bösel,212.0
11536,S. Schiek,208.0
11537,M. Cortés,174.0
11538,Jean Carlos,187.0
11539,O. Kurt,218.0
11540,C. Psyché,163.0
11541,Q. Lecoeuche,204.0
11542,Juli Morrinhos,157.0
11543,P. Bürger,172.0
11544,S. Glarner,190.0
11545,F. Tchenkoua,225.0
11546,L. Jensen,208.0
11547,A. Adam,198.0
11548,M. Laurent,213.0
11549,N. Belvito,156.0
11550,Alex Rodríguez,174.0
11551,T. Holmes-Dennis,211.0
11552,J. Ertlthaler,191.0
11553,M. Thurnwald,231.0
11554,A. Melgalvis,198.0
11555,A. Busin,205.0
11556,N. Giménez,180.0
11557,J. Báez,202.0
11558,F. Ünver,178.0
11559,Pascu,179.0
11560,M. Qasem,209.0
11561,M. Poaty,217.0
11562,N. Jambor,189.0
11563,K. Eisele,111.0
11564,Hong Jung Nam,142.0
11565,D. González,144.0
11566,Mayoral,219.0
11567,J. Todibo,182.0
11568,A. Madu,125.0
11569,Edu Frias,112.0
11570,J. Gundersen,176.0
11571,N. Landgraf,218.0
11572,T. Müller,128.0
11573,W. Bianda,157.0
11574,J. Al-Hazaimeh,165.0
11575,T. Ogihara,202.0
11576,T. Campbell,209.0
11577,K. Mazek,215.0
11578,M. Suzuki,209.0
11579,E. Smith Rowe,204.0
11580,T. Al Ammar,203.0
11581,M. Amundsen,200.0
11582,Dêniro Prestes,158.0
11583,A. Tarbell,90.0
11584,S. Hughes,166.0
11585,O. Skipp,183.0
11586,G. Alanís,214.0
11587,J. Yaro,219.0
11588,H. Traorè,209.0
11589,M. Sarr,187.0
11590,T. Yonemoto,201.0
11591,M. Wachs,198.0
11592,K. Dennis,209.0
11593,A. Borgmann,188.0
11594,J. Sierra,200.0
11595,Jung Da Hwon,205.0
11596,M. Schulze,195.0
11597,T. Lee,204.0
11598,G. Scamacca,168.0
11599,P. Dimitriadis,197.0
11600,Du Wei,142.0
11601,M. Thiede,216.0
11602,J. Bartkowski,195.0
11603,M. Mirahmetjan,201.0
11604,L. Vaca,186.0
11605,J. Galeano,180.0
11606,Luis Muñoz,171.0
11607,H. Wright,178.0
11608,Borja Llarena,228.0
11609,H. Lingani,179.0
11610,G. Torromino,217.0
11611,M. Huber,137.0
11612,R. Seigers,176.0
11613,J. Serrano,175.0
11614,T. Holý,122.0
11615,C. Johnson,204.0
11616,A. Al Khaibari,190.0
11617,I. Savane,200.0
11618,Roberto López,171.0
11619,J. Proctor,188.0
11620,B. Vandenbussche,103.0
11621,J. Wright,142.0
11622,S. Gregersen,148.0
11623,Kim Jungya,140.0
11624,E. Banda,211.0
11625,M. Karlsen,157.0
11626,F. Jensen,186.0
11627,D. Stec,192.0
